"Navn"|"Kvinder"|"Mænd"|"Samlet"|"Andel.mænd"|"Kategori"
"518"|"BOB"|0|191|191|1|"Mand"
"519"|"HAKON"|0|190|190|1|"Mand"
"520"|"MEHDI"|0|189|189|1|"Mand"
"521"|"DANN"|0|188|188|1|"Mand"
"522"|"JEFFREY"|0|188|188|1|"Mand"
"523"|"BOGDAN"|0|187|187|1|"Mand"
"524"|"CRISTIAN"|0|187|187|1|"Mand"
"525"|"ZORAN"|0|187|187|1|"Mand"
"526"|"HORST"|0|186|186|1|"Mand"
"527"|"INGVAR"|0|186|186|1|"Mand"
"528"|"THORBEN"|0|186|186|1|"Mand"
"529"|"EGIL"|0|185|185|1|"Mand"
"530"|"ERWIN"|0|185|185|1|"Mand"
"531"|"HUSSAIN"|0|185|185|1|"Mand"
"532"|"JENS-PETER"|0|185|185|1|"Mand"
"533"|"MUHAMED"|0|184|184|1|"Mand"
"534"|"EMMANUEL"|0|182|182|1|"Mand"
"535"|"MATEUSZ"|0|182|182|1|"Mand"
"536"|"REZA"|0|182|182|1|"Mand"
"537"|"SVENNING"|0|182|182|1|"Mand"
"538"|"ABDALLAH"|0|181|181|1|"Mand"
"539"|"ASKER"|0|181|181|1|"Mand"
"540"|"MAHMUT"|0|181|181|1|"Mand"
"541"|"SALIH"|0|181|181|1|"Mand"
"542"|"HUBERT"|0|180|180|1|"Mand"
"543"|"BALDER"|0|179|179|1|"Mand"
"544"|"KJARTAN"|0|179|179|1|"Mand"
"545"|"BURAK"|0|178|178|1|"Mand"
"546"|"DIETER"|0|178|178|1|"Mand"
"547"|"SALAH"|0|178|178|1|"Mand"
"548"|"ALEXANDRU"|0|177|177|1|"Mand"
"549"|"FRANCISCO"|0|177|177|1|"Mand"
"550"|"MATS"|0|177|177|1|"Mand"
"551"|"MIKAS"|0|177|177|1|"Mand"
"552"|"THØGER"|0|177|177|1|"Mand"
"553"|"EMANUEL"|0|176|176|1|"Mand"
"554"|"JENS-OLE"|0|176|176|1|"Mand"
"555"|"ROBERTO"|0|176|176|1|"Mand"
"556"|"KARL-EMIL"|0|174|174|1|"Mand"
"557"|"SENAD"|0|174|174|1|"Mand"
"558"|"EILIF"|0|173|173|1|"Mand"
"559"|"EMIN"|0|171|171|1|"Mand"
"560"|"JARI"|0|171|171|1|"Mand"
"561"|"MAXIMILIAN"|0|171|171|1|"Mand"
"562"|"ALEN"|0|170|170|1|"Mand"
"563"|"DIRK"|0|170|170|1|"Mand"
"564"|"MUSTAPHA"|0|170|170|1|"Mand"
"565"|"NILAS"|0|168|168|1|"Mand"
"566"|"MIROSLAW"|0|167|167|1|"Mand"
"567"|"GORAN"|0|166|166|1|"Mand"
"568"|"HANS-PETER"|0|166|166|1|"Mand"
"569"|"PRZEMYSLAW"|0|166|166|1|"Mand"
"570"|"THORE"|0|166|166|1|"Mand"
"571"|"LEANDER"|0|165|165|1|"Mand"
"572"|"MOSTAFA"|0|165|165|1|"Mand"
"573"|"BEKIR"|0|164|164|1|"Mand"
"574"|"EYVIND"|0|164|164|1|"Mand"
"575"|"NIELS-CHRISTIAN"|0|163|163|1|"Mand"
"576"|"SERGII"|0|163|163|1|"Mand"
"577"|"YAKUP"|0|163|163|1|"Mand"
"578"|"AMER"|0|162|162|1|"Mand"
"579"|"FIRAT"|0|162|162|1|"Mand"
"580"|"HELMUT"|0|162|162|1|"Mand"
"581"|"MERT"|0|162|162|1|"Mand"
"582"|"PHILIPPE"|0|162|162|1|"Mand"
"583"|"SÜLEYMAN"|0|162|162|1|"Mand"
"584"|"FRANCK"|0|161|161|1|"Mand"
"585"|"GORDON"|0|161|161|1|"Mand"
"586"|"MATTIS"|0|161|161|1|"Mand"
"587"|"STEVE"|0|161|161|1|"Mand"
"588"|"VISTI"|0|161|161|1|"Mand"
"589"|"ERKAN"|0|160|160|1|"Mand"
"590"|"ILYAS"|0|159|159|1|"Mand"
"591"|"MICAS"|0|159|159|1|"Mand"
"592"|"SERKAN"|0|159|159|1|"Mand"
"593"|"YAHYA"|0|158|158|1|"Mand"
"594"|"BROR"|0|157|157|1|"Mand"
"595"|"VOLODYMYR"|0|157|157|1|"Mand"
"596"|"DRAGAN"|0|156|156|1|"Mand"
"597"|"JANNICH"|0|156|156|1|"Mand"
"598"|"RUD"|0|156|156|1|"Mand"
"599"|"TAREK"|0|156|156|1|"Mand"
"600"|"FLORIAN"|0|155|155|1|"Mand"
"601"|"IMAD"|0|155|155|1|"Mand"
"602"|"JIMI"|0|155|155|1|"Mand"
"603"|"NIELS-PETER"|0|155|155|1|"Mand"
"604"|"RICCO"|0|155|155|1|"Mand"
"605"|"TJALFE"|0|155|155|1|"Mand"
"606"|"VILFRED"|0|155|155|1|"Mand"
"607"|"COLIN"|0|154|154|1|"Mand"
"608"|"DAWID"|0|153|153|1|"Mand"
"609"|"HARUN"|0|153|153|1|"Mand"
"610"|"KNUT"|0|153|153|1|"Mand"
"611"|"MIHAI"|0|153|153|1|"Mand"
"612"|"MIRSAD"|0|153|153|1|"Mand"
"613"|"SNORRE"|0|153|153|1|"Mand"
"614"|"FAISAL"|0|152|152|1|"Mand"
"615"|"KENTH"|0|152|152|1|"Mand"
"616"|"ERICH"|0|150|150|1|"Mand"
"617"|"CONSTANTIN"|0|149|149|1|"Mand"
"618"|"DMYTRO"|0|149|149|1|"Mand"
"619"|"FILLIP"|0|149|149|1|"Mand"
"620"|"GILBERT"|0|149|149|1|"Mand"
"621"|"LORENZ"|0|149|149|1|"Mand"
"622"|"NELS"|0|149|149|1|"Mand"
"623"|"RAGNAR"|0|149|149|1|"Mand"
"624"|"ROMEO"|0|149|149|1|"Mand"
"625"|"FREDERICK"|0|148|148|1|"Mand"
"626"|"ADIL"|0|147|147|1|"Mand"
"627"|"JERZY"|0|147|147|1|"Mand"
"628"|"ALBERTO"|0|146|146|1|"Mand"
"629"|"DEJAN"|0|146|146|1|"Mand"
"630"|"DINO"|0|146|146|1|"Mand"
"631"|"HILMAR"|0|146|146|1|"Mand"
"632"|"MATHIS"|0|146|146|1|"Mand"
"633"|"PIET"|0|146|146|1|"Mand"
"634"|"WILLADS"|0|146|146|1|"Mand"
"635"|"EJGILD"|0|145|145|1|"Mand"
"636"|"IRFAN"|0|145|145|1|"Mand"
"637"|"SEJR"|0|145|145|1|"Mand"
"638"|"ARKADIUSZ"|0|144|144|1|"Mand"
"639"|"ASLAK"|0|144|144|1|"Mand"
"640"|"EMILIO"|0|144|144|1|"Mand"
"641"|"DONALD"|0|143|143|1|"Mand"
"642"|"FRANCESCO"|0|143|143|1|"Mand"
"643"|"JANUSZ"|0|143|143|1|"Mand"
"644"|"PEDRO"|0|143|143|1|"Mand"
"645"|"ERHARDT"|0|142|142|1|"Mand"
"646"|"JANICK"|0|142|142|1|"Mand"
"647"|"EDGAR"|0|141|141|1|"Mand"
"648"|"INGO"|0|140|140|1|"Mand"
"649"|"CHANO"|0|139|139|1|"Mand"
"650"|"NASER"|0|139|139|1|"Mand"
"651"|"TIMM"|0|139|139|1|"Mand"
"652"|"HENDRIK"|0|138|138|1|"Mand"
"653"|"JORGE"|0|138|138|1|"Mand"
"654"|"RACHID"|0|138|138|1|"Mand"
"655"|"STANISLAW"|0|138|138|1|"Mand"
"656"|"TIMO"|0|138|138|1|"Mand"
"657"|"BARTOSZ"|0|137|137|1|"Mand"
"658"|"BEN"|0|137|137|1|"Mand"
"659"|"ELVIS"|0|137|137|1|"Mand"
"660"|"BJÖRN"|0|136|136|1|"Mand"
"661"|"BOJE"|0|136|136|1|"Mand"
"662"|"CARL-ERIK"|0|136|136|1|"Mand"
"663"|"CARL-JOHAN"|0|136|136|1|"Mand"
"664"|"CEMAL"|0|136|136|1|"Mand"
"665"|"RAINER"|0|136|136|1|"Mand"
"666"|"REGNER"|0|136|136|1|"Mand"
"667"|"CHRISTOPH"|0|135|135|1|"Mand"
"668"|"INGEMANN"|0|135|135|1|"Mand"
"669"|"REGIN"|0|135|135|1|"Mand"
"670"|"MAHAMED"|0|134|134|1|"Mand"
"671"|"SVENN"|0|134|134|1|"Mand"
"672"|"THOBIAS"|0|134|134|1|"Mand"
"673"|"TYGE"|0|133|133|1|"Mand"
"674"|"YILMAZ"|0|133|133|1|"Mand"
"675"|"ARIF"|0|132|132|1|"Mand"
"676"|"BUE"|0|132|132|1|"Mand"
"677"|"PABLO"|0|132|132|1|"Mand"
"678"|"BÜLENT"|0|131|131|1|"Mand"
"679"|"DOMINIK"|0|131|131|1|"Mand"
"680"|"LEONARDO"|0|131|131|1|"Mand"
"681"|"HOSSEIN"|0|130|130|1|"Mand"
"682"|"DAMIR"|0|129|129|1|"Mand"
"683"|"DIEGO"|0|129|129|1|"Mand"
"684"|"ALEXANDRE"|0|128|128|1|"Mand"
"685"|"CLIFF"|0|128|128|1|"Mand"
"686"|"GIOVANNI"|0|128|128|1|"Mand"
"687"|"JUST"|0|128|128|1|"Mand"
"688"|"KETIL"|0|128|128|1|"Mand"
"689"|"NASSER"|0|128|128|1|"Mand"
"690"|"BURHAN"|0|127|127|1|"Mand"
"691"|"CHRISTER"|0|127|127|1|"Mand"
"692"|"LEONARD"|0|127|127|1|"Mand"
"693"|"RENO"|0|127|127|1|"Mand"
"694"|"SADIK"|0|127|127|1|"Mand"
"695"|"SIXTEN"|0|127|127|1|"Mand"
"696"|"ADMIR"|0|126|126|1|"Mand"
"697"|"ADOLF"|0|126|126|1|"Mand"
"698"|"ALIREZA"|0|126|126|1|"Mand"
"699"|"CALLE"|0|126|126|1|"Mand"
"700"|"ENVER"|0|126|126|1|"Mand"
"701"|"FERDINAND"|0|126|126|1|"Mand"
"702"|"NIELS-OLE"|0|126|126|1|"Mand"
"703"|"SEJER"|0|126|126|1|"Mand"
"704"|"STEFANO"|0|126|126|1|"Mand"
"705"|"KEWIN"|0|125|125|1|"Mand"
"706"|"NORBERT"|0|125|125|1|"Mand"
"707"|"EROL"|0|124|124|1|"Mand"
"708"|"TAHIR"|0|124|124|1|"Mand"
"709"|"VILLAS"|0|124|124|1|"Mand"
"710"|"ARILD"|0|123|123|1|"Mand"
"711"|"CENGIZ"|0|123|123|1|"Mand"
"712"|"FREDDI"|0|123|123|1|"Mand"
"713"|"LARS-ERIK"|0|123|123|1|"Mand"
"714"|"MOHSEN"|0|123|123|1|"Mand"
"715"|"PATRYK"|0|123|123|1|"Mand"
"716"|"STANLEY"|0|123|123|1|"Mand"
"717"|"ZILAS"|0|123|123|1|"Mand"
"718"|"CLEMENT"|0|122|122|1|"Mand"
"719"|"HAYDAR"|0|122|122|1|"Mand"
"720"|"KACPER"|0|122|122|1|"Mand"
"721"|"NEIL"|0|122|122|1|"Mand"
"722"|"ERCAN"|0|121|121|1|"Mand"
"723"|"JÓN"|0|121|121|1|"Mand"
"724"|"PASCAL"|0|121|121|1|"Mand"
"725"|"ALMIR"|0|120|120|1|"Mand"
"726"|"BJARNI"|0|120|120|1|"Mand"
"727"|"DOGAN"|0|120|120|1|"Mand"
"728"|"EKREM"|0|120|120|1|"Mand"
"729"|"OLEG"|0|120|120|1|"Mand"
"730"|"ELLIOTT"|0|119|119|1|"Mand"
"731"|"ERDAL"|0|119|119|1|"Mand"
"732"|"ONUR"|0|119|119|1|"Mand"
"733"|"SVERRE"|0|119|119|1|"Mand"
"734"|"VALTHER"|0|119|119|1|"Mand"
"735"|"ASIM"|0|118|118|1|"Mand"
"736"|"EINER"|0|118|118|1|"Mand"
"737"|"MEHMED"|0|118|118|1|"Mand"
"738"|"AZAD"|0|117|117|1|"Mand"
"739"|"GARY"|0|117|117|1|"Mand"
"740"|"MESUT"|0|117|117|1|"Mand"
"741"|"OLIVIER"|0|117|117|1|"Mand"
"742"|"OMID"|0|117|117|1|"Mand"
"743"|"EDUARD"|0|116|116|1|"Mand"
"744"|"FERNANDO"|0|116|116|1|"Mand"
"745"|"GIUSEPPE"|0|116|116|1|"Mand"
"746"|"REMI"|0|116|116|1|"Mand"
"747"|"CLAUDIO"|0|115|115|1|"Mand"
"748"|"DARIUS"|0|115|115|1|"Mand"
"749"|"HAIDAR"|0|115|115|1|"Mand"
"750"|"KERIM"|0|115|115|1|"Mand"
"751"|"MATHIES"|0|115|115|1|"Mand"
"752"|"RYSZARD"|0|115|115|1|"Mand"
"753"|"AARON"|0|115|115|1|"Mand"
"754"|"JEREMY"|0|114|114|1|"Mand"
"755"|"MIROSLAV"|0|114|114|1|"Mand"
"756"|"ØJVIND"|0|114|114|1|"Mand"
"757"|"EREN"|0|113|113|1|"Mand"
"758"|"LEVI"|0|113|113|1|"Mand"
"759"|"MAHER"|0|113|113|1|"Mand"
"760"|"FLORIN"|0|112|112|1|"Mand"
"761"|"GÖKHAN"|0|112|112|1|"Mand"
"762"|"JENS-JØRGEN"|0|112|112|1|"Mand"
"763"|"SERHAT"|0|112|112|1|"Mand"
"764"|"HAIDER"|0|111|111|1|"Mand"
"765"|"HANS-JØRN"|0|111|111|1|"Mand"
"766"|"JAMIL"|0|111|111|1|"Mand"
"767"|"OSAMA"|0|111|111|1|"Mand"
"768"|"ALESSANDRO"|0|110|110|1|"Mand"
"769"|"FINI"|0|110|110|1|"Mand"
"770"|"FRIEDRICH"|0|110|110|1|"Mand"
"771"|"MARTINUS"|0|110|110|1|"Mand"
"772"|"MINDAUGAS"|0|110|110|1|"Mand"
"773"|"MINGUS"|0|110|110|1|"Mand"
"774"|"RIKARD"|0|110|110|1|"Mand"
"775"|"ABDULKADIR"|0|109|109|1|"Mand"
"776"|"ERHARD"|0|109|109|1|"Mand"
"777"|"TOMMAS"|0|109|109|1|"Mand"
"778"|"USMAN"|0|109|109|1|"Mand"
"779"|"ANGELO"|0|108|108|1|"Mand"
"780"|"BASSAM"|0|108|108|1|"Mand"
"781"|"DIRCH"|0|108|108|1|"Mand"
"782"|"GÜNTER"|0|108|108|1|"Mand"
"783"|"KEAN"|0|108|108|1|"Mand"
"784"|"SEAD"|0|108|108|1|"Mand"
"785"|"TADEUSZ"|0|108|108|1|"Mand"
"786"|"GERHARDT"|0|107|107|1|"Mand"
"787"|"JAWAD"|0|107|107|1|"Mand"
"788"|"LUKE"|0|107|107|1|"Mand"
"789"|"RECEP"|0|107|107|1|"Mand"
"790"|"HAMED"|0|106|106|1|"Mand"
"791"|"JALAL"|0|106|106|1|"Mand"
"792"|"PAOLO"|0|106|106|1|"Mand"
"793"|"BOBBY"|0|105|105|1|"Mand"
"794"|"EDWIN"|0|105|105|1|"Mand"
"795"|"DAG"|0|104|104|1|"Mand"
"796"|"HAAKON"|0|104|104|1|"Mand"
"797"|"RICARDO"|0|104|104|1|"Mand"
"798"|"TAHA"|0|104|104|1|"Mand"
"799"|"IONUT"|0|103|103|1|"Mand"
"800"|"UGUR"|0|103|103|1|"Mand"
"801"|"VALTER"|0|103|103|1|"Mand"
"802"|"ANDRII"|0|102|102|1|"Mand"
"803"|"BENDIX"|0|102|102|1|"Mand"
"804"|"HENRYK"|0|102|102|1|"Mand"
"805"|"KELVIN"|0|101|101|1|"Mand"
"806"|"LARS-BO"|0|101|101|1|"Mand"
"807"|"MATTEO"|0|101|101|1|"Mand"
"808"|"MASOUD"|0|100|100|1|"Mand"
"809"|"MUHAMMET"|0|100|100|1|"Mand"
"810"|"BERNARD"|0|99|99|1|"Mand"
"811"|"FREDERIC"|0|99|99|1|"Mand"
"812"|"MAHAD"|0|99|99|1|"Mand"
"813"|"PAVEL"|0|99|99|1|"Mand"
"814"|"PETAR"|0|99|99|1|"Mand"
"815"|"SAFET"|0|99|99|1|"Mand"
"816"|"ATTILA"|0|98|98|1|"Mand"
"817"|"JAIS"|0|98|98|1|"Mand"
"818"|"MIKLAS"|0|98|98|1|"Mand"
"819"|"SZYMON"|0|98|98|1|"Mand"
"820"|"YASSER"|0|98|98|1|"Mand"
"821"|"ANDRIUS"|0|97|97|1|"Mand"
"822"|"ARNT"|0|97|97|1|"Mand"
"823"|"LARS-HENRIK"|0|97|97|1|"Mand"
"824"|"LAUS"|0|97|97|1|"Mand"
"825"|"LUDWIG"|0|97|97|1|"Mand"
"826"|"NASIR"|0|97|97|1|"Mand"
"827"|"TEODOR"|0|97|97|1|"Mand"
"828"|"WAGN"|0|97|97|1|"Mand"
"829"|"HILMER"|0|96|96|1|"Mand"
"830"|"LENNARTH"|0|96|96|1|"Mand"
"831"|"RADOSLAW"|0|96|96|1|"Mand"
"832"|"SHAHID"|0|96|96|1|"Mand"
"833"|"VOLKAN"|0|96|96|1|"Mand"
"834"|"BJERNE"|0|95|95|1|"Mand"
"835"|"ILIAS"|0|95|95|1|"Mand"
"836"|"IOAN"|0|95|95|1|"Mand"
"837"|"PHILIPP"|0|95|95|1|"Mand"
"838"|"BÜNYAMIN"|0|94|94|1|"Mand"
"839"|"EMRAH"|0|94|94|1|"Mand"
"840"|"THURE"|0|94|94|1|"Mand"
"841"|"AYUB"|0|93|93|1|"Mand"
"842"|"BRYAN"|0|93|93|1|"Mand"
"843"|"NADER"|0|93|93|1|"Mand"
"844"|"SELCUK"|0|93|93|1|"Mand"
"845"|"ØYVIND"|0|93|93|1|"Mand"
"846"|"BENN"|0|92|92|1|"Mand"
"847"|"CILAS"|0|92|92|1|"Mand"
"848"|"DOUGLAS"|0|92|92|1|"Mand"
"849"|"EJVIN"|0|92|92|1|"Mand"
"850"|"GEORGIOS"|0|92|92|1|"Mand"
"851"|"KONSTANTIN"|0|92|92|1|"Mand"
"852"|"KRISTJAN"|0|92|92|1|"Mand"
"853"|"PETTER"|0|92|92|1|"Mand"
"854"|"SERGIO"|0|92|92|1|"Mand"
"855"|"CHRISTOPHE"|0|91|91|1|"Mand"
"856"|"EDUARDO"|0|91|91|1|"Mand"
"857"|"LENNERT"|0|91|91|1|"Mand"
"858"|"ANDRIY"|0|90|90|1|"Mand"
"859"|"GHASSAN"|0|90|90|1|"Mand"
"860"|"JOSÉ"|0|90|90|1|"Mand"
"861"|"SEVERIN"|0|90|90|1|"Mand"
"862"|"UMAR"|0|90|90|1|"Mand"
"863"|"WIESLAW"|0|90|90|1|"Mand"
"864"|"HANS-OLE"|0|89|89|1|"Mand"
"865"|"ISAC"|0|89|89|1|"Mand"
"866"|"ODD"|0|89|89|1|"Mand"
"867"|"RASIM"|0|89|89|1|"Mand"
"868"|"SKJOLD"|0|89|89|1|"Mand"
"869"|"STINUS"|0|89|89|1|"Mand"
"870"|"WILFRED"|0|89|89|1|"Mand"
"871"|"ZELJKO"|0|89|89|1|"Mand"
"872"|"ØMER"|0|89|89|1|"Mand"
"873"|"HÅKON"|0|88|88|1|"Mand"
"874"|"LENNARD"|0|88|88|1|"Mand"
"875"|"SERDAR"|0|88|88|1|"Mand"
"876"|"STUART"|0|88|88|1|"Mand"
"877"|"TEIT"|0|88|88|1|"Mand"
"878"|"GREGORY"|0|87|87|1|"Mand"
"879"|"IDRIS"|0|87|87|1|"Mand"
"880"|"JÖRG"|0|87|87|1|"Mand"
"881"|"SAIF"|0|87|87|1|"Mand"
"882"|"ALDIN"|0|86|86|1|"Mand"
"883"|"KEREM"|0|86|86|1|"Mand"
"884"|"MOUSSA"|0|86|86|1|"Mand"
"885"|"TEJS"|0|86|86|1|"Mand"
"886"|"WAEL"|0|86|86|1|"Mand"
"887"|"KARL-ERIK"|0|85|85|1|"Mand"
"888"|"LIBAN"|0|85|85|1|"Mand"
"889"|"MARWAN"|0|85|85|1|"Mand"
"890"|"REINHARD"|0|85|85|1|"Mand"
"891"|"WILLUM"|0|85|85|1|"Mand"
"892"|"ESAD"|0|84|84|1|"Mand"
"893"|"HALVOR"|0|84|84|1|"Mand"
"894"|"JAVIER"|0|84|84|1|"Mand"
"895"|"KASIM"|0|84|84|1|"Mand"
"896"|"LORENS"|0|84|84|1|"Mand"
"897"|"NICKOLAS"|0|84|84|1|"Mand"
"898"|"PETUR"|0|84|84|1|"Mand"
"899"|"PIETER"|0|84|84|1|"Mand"
"900"|"TIMMY"|0|84|84|1|"Mand"
"901"|"WIKTOR"|0|84|84|1|"Mand"
"902"|"ARTEM"|0|83|83|1|"Mand"
"903"|"AYOUB"|0|83|83|1|"Mand"
"904"|"CELAL"|0|83|83|1|"Mand"
"905"|"HICHAM"|0|83|83|1|"Mand"
"906"|"JAN-ERIK"|0|83|83|1|"Mand"
"907"|"JOSVA"|0|83|83|1|"Mand"
"908"|"KAMRAN"|0|83|83|1|"Mand"
"909"|"KLAES"|0|83|83|1|"Mand"
"910"|"NORMANN"|0|83|83|1|"Mand"
"911"|"OKAN"|0|83|83|1|"Mand"
"912"|"SIGVALD"|0|83|83|1|"Mand"
"913"|"ABDULRAHMAN"|0|82|82|1|"Mand"
"914"|"ABRAHAM"|0|82|82|1|"Mand"
"915"|"BOY"|0|82|82|1|"Mand"
"916"|"ESPER"|0|82|82|1|"Mand"
"917"|"ISSAM"|0|82|82|1|"Mand"
"918"|"MEVLÜT"|0|82|82|1|"Mand"
"919"|"NADEEM"|0|82|82|1|"Mand"
"920"|"NEDZAD"|0|82|82|1|"Mand"
"921"|"ALBIN"|0|81|81|1|"Mand"
"922"|"ANES"|0|81|81|1|"Mand"
"923"|"CEM"|0|81|81|1|"Mand"
"924"|"CLEMENS"|0|81|81|1|"Mand"
"925"|"DICK"|0|81|81|1|"Mand"
"926"|"ELVIR"|0|81|81|1|"Mand"
"927"|"FADIL"|0|81|81|1|"Mand"
"928"|"KEVEN"|0|81|81|1|"Mand"
"929"|"MAKSYM"|0|81|81|1|"Mand"
"930"|"JAKUP"|0|80|80|1|"Mand"
"931"|"JENS-HENRIK"|0|80|80|1|"Mand"
"932"|"LESZEK"|0|80|80|1|"Mand"
"933"|"MOHAMUD"|0|80|80|1|"Mand"
"934"|"ODIN"|0|80|80|1|"Mand"
"935"|"SAHIN"|0|80|80|1|"Mand"
"936"|"TROND"|0|80|80|1|"Mand"
"937"|"DEREK"|0|79|79|1|"Mand"
"938"|"MD"|0|79|79|1|"Mand"
"939"|"MILTON"|0|79|79|1|"Mand"
"940"|"NICHOLAJ"|0|79|79|1|"Mand"
"941"|"TAUS"|0|79|79|1|"Mand"
"942"|"VOLKER"|0|79|79|1|"Mand"
"943"|"CARL-CHRISTIAN"|0|78|78|1|"Mand"
"944"|"ENRICO"|0|78|78|1|"Mand"
"945"|"KARL-HEINZ"|0|78|78|1|"Mand"
"946"|"PAULO"|0|78|78|1|"Mand"
"947"|"RADU"|0|78|78|1|"Mand"
"948"|"RESUL"|0|78|78|1|"Mand"
"949"|"SABAN"|0|78|78|1|"Mand"
"950"|"SALMAN"|0|78|78|1|"Mand"
"951"|"TURE"|0|78|78|1|"Mand"
"952"|"ANDRES"|0|77|77|1|"Mand"
"953"|"ARMAN"|0|77|77|1|"Mand"
"954"|"FABIO"|0|77|77|1|"Mand"
"955"|"GERARD"|0|77|77|1|"Mand"
"956"|"GHOLAM"|0|77|77|1|"Mand"
"957"|"JENS-KRISTIAN"|0|77|77|1|"Mand"
"958"|"NIHAT"|0|77|77|1|"Mand"
"959"|"EGGERT"|0|76|76|1|"Mand"
"960"|"GEIR"|0|76|76|1|"Mand"
"961"|"OZAN"|0|76|76|1|"Mand"
"962"|"RAMIZ"|0|76|76|1|"Mand"
"963"|"TRYGVE"|0|76|76|1|"Mand"
"964"|"CALVIN"|0|75|75|1|"Mand"
"965"|"ERNEST"|0|75|75|1|"Mand"
"966"|"IOANNIS"|0|75|75|1|"Mand"
"967"|"KARL-JOHAN"|0|75|75|1|"Mand"
"968"|"NICOLAE"|0|75|75|1|"Mand"
"969"|"PATRICH"|0|75|75|1|"Mand"
"970"|"POUL-HENNING"|0|75|75|1|"Mand"
"971"|"SERGIY"|0|75|75|1|"Mand"
"972"|"STIAN"|0|75|75|1|"Mand"
"973"|"YAVUZ"|0|75|75|1|"Mand"
"974"|"ALEJANDRO"|0|74|74|1|"Mand"
"975"|"HUSEIN"|0|74|74|1|"Mand"
"976"|"JOHS"|0|74|74|1|"Mand"
"977"|"KONSTANTINOS"|0|74|74|1|"Mand"
"978"|"KRYSTIAN"|0|74|74|1|"Mand"
"979"|"MANTAS"|0|74|74|1|"Mand"
"980"|"MORTEZA"|0|74|74|1|"Mand"
"981"|"NIKOLAOS"|0|74|74|1|"Mand"
"982"|"RAMADAN"|0|74|74|1|"Mand"
"983"|"VELI"|0|74|74|1|"Mand"
"984"|"ABDURRAHMAN"|0|73|73|1|"Mand"
"985"|"AMJAD"|0|73|73|1|"Mand"
"986"|"ASSER"|0|73|73|1|"Mand"
"987"|"BARTLOMIEJ"|0|73|73|1|"Mand"
"988"|"BEKIM"|0|73|73|1|"Mand"
"989"|"DETLEF"|0|73|73|1|"Mand"
"990"|"GHEORGHE"|0|73|73|1|"Mand"
"991"|"MAXIMILLIAN"|0|73|73|1|"Mand"
"992"|"NAVID"|0|73|73|1|"Mand"
"993"|"SLOBODAN"|0|73|73|1|"Mand"
"994"|"UDO"|0|73|73|1|"Mand"
"995"|"YOSEF"|0|73|73|1|"Mand"
"996"|"EIGILD"|0|72|72|1|"Mand"
"997"|"ISHAK"|0|72|72|1|"Mand"
"998"|"LEVENT"|0|72|72|1|"Mand"
"999"|"MICAEL"|0|72|72|1|"Mand"
"1000"|"OKTAY"|0|72|72|1|"Mand"
"1001"|"UNO"|0|72|72|1|"Mand"
"1002"|"-"|0|71|71|1|"Mand"
"1003"|"ABDALLA"|0|71|71|1|"Mand"
"1004"|"ANDREJ"|0|71|71|1|"Mand"
"1005"|"FUAD"|0|71|71|1|"Mand"
"1006"|"LARS-OLE"|0|71|71|1|"Mand"
"1007"|"SEMIH"|0|71|71|1|"Mand"
"1008"|"THORMOD"|0|71|71|1|"Mand"
"1009"|"FALKE"|0|70|70|1|"Mand"
"1010"|"HALIT"|0|70|70|1|"Mand"
"1011"|"IURII"|0|70|70|1|"Mand"
"1012"|"JUSUF"|0|70|70|1|"Mand"
"1013"|"NENAD"|0|70|70|1|"Mand"
"1014"|"SALVATORE"|0|70|70|1|"Mand"
"1015"|"SEMIR"|0|70|70|1|"Mand"
"1016"|"SÜKRÜ"|0|70|70|1|"Mand"
"1017"|"BENYAMIN"|0|69|69|1|"Mand"
"1018"|"DANIJEL"|0|69|69|1|"Mand"
"1019"|"ELMAR"|0|69|69|1|"Mand"
"1020"|"EMAD"|0|69|69|1|"Mand"
"1021"|"GEORGI"|0|69|69|1|"Mand"
"1022"|"GERALD"|0|69|69|1|"Mand"
"1023"|"ISTVAN"|0|69|69|1|"Mand"
"1024"|"MAXIM"|0|69|69|1|"Mand"
"1025"|"MIRKO"|0|69|69|1|"Mand"
"1026"|"MUHAREM"|0|69|69|1|"Mand"
"1027"|"OGUZ"|0|69|69|1|"Mand"
"1028"|"REIDAR"|0|69|69|1|"Mand"
"1029"|"RUSLAN"|0|69|69|1|"Mand"
"1030"|"ABED"|0|68|68|1|"Mand"
"1031"|"BERT"|0|68|68|1|"Mand"
"1032"|"CORNELIS"|0|68|68|1|"Mand"
"1033"|"DAMIEN"|0|68|68|1|"Mand"
"1034"|"DANILO"|0|68|68|1|"Mand"
"1035"|"GRAHAM"|0|68|68|1|"Mand"
"1036"|"KASSEM"|0|68|68|1|"Mand"
"1037"|"NIELS-JØRN"|0|68|68|1|"Mand"
"1038"|"VAHID"|0|68|68|1|"Mand"
"1039"|"ZAKI"|0|68|68|1|"Mand"
"1040"|"AMDI"|0|67|67|1|"Mand"
"1041"|"BELAL"|0|67|67|1|"Mand"
"1042"|"HAKIM"|0|67|67|1|"Mand"
"1043"|"HEKTOR"|0|67|67|1|"Mand"
"1044"|"IWAN"|0|67|67|1|"Mand"
"1045"|"JOVAN"|0|67|67|1|"Mand"
"1046"|"MELIH"|0|67|67|1|"Mand"
"1047"|"MILOS"|0|67|67|1|"Mand"
"1048"|"TINUS"|0|67|67|1|"Mand"
